codigo_ibge,lat,lon
2210607,-9.014700,-42.688800
2210623,-10.814100,-44.831500
2210631,-7.567700,-44.064400
2210656,-4.916300,-41.735200
2210706,-7.595400,-40.819600
2210805,-7.860500,-41.910200
2210904,-7.864200,-42.505300
2210938,-7.008700,-41.384900
2210953,-8.400800,-42.911900
2210979,-6.598900,-42.283800
2211001,-5.091108,-42.811613
2211100,-4.585500,-42.865200
2211209,-7.229900,-44.555300
2211308,-6.402200,-41.735500
2211357,-9.238100,-42.964500
2211407,-6.545886,-42.248703
2211506,-7.603843,-41.483382
2211605,-7.142100,-40.939700
2211704,-7.234000,-41.911900
2300101,-7.359213,-39.047970
2300150,-4.224185,-38.704682
2300200,-2.881572,-40.119083
2300309,-6.095717,-39.453381
2300408,-6.571267,-40.122496
2300507,-3.587346,-40.544339
2300606,-6.999459,-39.739513
2300705,-5.520997,-38.271100
2300754,-3.360799,-39.827126
2300804,-6.773990,-39.986658
2300903,-3.945813,-39.429351
2301000,-3.906136,-38.388925
2301109,-4.568772,-37.775239
2301208,-4.374011,-38.808997
2301257,-4.750675,-40.830289
2301307,-7.211889,-40.136181
2301406,-4.417639,-39.046361
2301505,-6.323400,-40.160700
2301604,-6.873322,-39.868886
2301703,-6.943016,-38.968380
2301802,-6.731028,-38.717808
2301851,-5.312120,-38.917474
2301901,-7.312031,-39.301542
2301950,-4.287338,-38.639503
2302008,-7.178758,-38.779331
2302057,-3.019750,-41.135256
2302107,-4.328899,-38.882628
2302206,-4.178981,-38.130239
2302305,-3.055183,-40.167119
2302404,-5.125981,-39.730483
2302503,-7.491494,-38.985250
2302602,-2.900300,-40.842981
2302701,-7.073692,-40.376270
2302800,-4.350338,-39.313081
2302909,-4.468872,-38.900789
2303006,-4.231983,-39.195077
2303105,-3.948842,-40.473347
2303204,-7.046681,-39.285192
2303303,-6.538205,-39.497040
2303402,-4.162372,-40.942053
2303501,-4.132598,-38.242331
2303600,-6.135008,-39.876153
2303659,-4.650994,-40.201517
2303709,-3.733447,-38.645106
2303808,-6.607890,-39.059187
2303907,-3.032157,-41.241411
2303931,-4.845756,-39.133128
2303956,-4.293950,-38.497842
2304004,-3.551356,-40.654981
2304103,-5.175776,-40.668314
2304202,-7.230852,-39.412970
2304236,-4.413173,-40.902535
2304251,-2.930564,-40.180742
2304269,-5.915500,-39.267500
2304277,-6.032358,-38.349583
2304285,-3.893169,-38.463461
2304301,-6.927227,-39.573116
2304350,-3.798461,-40.262082
2304400,-3.725409,-38.523613
2304459,-4.450859,-37.798015
2304509,-3.760989,-40.814206
2304608,-4.051456,-39.450633
2304657,-4.045433,-40.752197
2304707,-3.119639,-40.825764
2304806,-6.890000,-39.217325
2304905,-3.914780,-40.382432
2304954,-4.039652,-38.634860
2305001,-4.162038,-40.752508
2305100,-4.261786,-38.933147
2305209,-4.408664,-40.404739
2305233,-4.104692,-38.493558
2305266,-4.819581,-38.820683
2305308,-3.923000,-40.889500
2305332,-4.977550,-38.638125
2305357,-4.710554,-37.355749
2305407,-6.401275,-38.861394
2305506,-6.370378,-39.313864
2305605,-5.393798,-40.313246
2305654,-4.901433,-40.757856
2305704,-6.788694,-38.718308
2305803,-4.324470,-40.709415
2305902,-4.538821,-40.717307
2306009,-5.809691,-38.305365
2306108,-3.747292,-39.780125
2306207,-4.675708,-37.821075
2306256,-3.974892,-38.518817
2306306,-3.684661,-39.585711
2306405,-3.482383,-39.565561
2306504,-4.561081,-38.919781
2306553,-2.920539,-39.915450
2306603,-4.529503,-39.622853
2306702,-5.613594,-38.763108
2306801,-5.461314,-38.461875
2306900,-5.888872,-38.623320
2307007,-4.837550,-37.782364
2307106,-7.581381,-39.283561
2307205,-7.688422,-39.006311
2307254,-2.893853,-40.450703
2307304,-7.208988,-39.318272
2307403,-6.522500,-39.522008
2307502,-6.754422,-38.963347
2307601,-5.148144,-38.099511
2307635,-4.850428,-39.572339
2307650,-3.862141,-38.623247
2307700,-3.890556,-38.683505
2307809,-3.117442,-40.149681
2307908,-3.226076,-40.692669
2308005,-3.522503,-40.341364
2308104,-7.382223,-38.769269
2308203,-3.543264,-40.453361
2308302,-7.313789,-38.943931
2308351,-5.676506,-39.193907
2308377,-3.571028,-39.969914
2308401,-7.249750,-39.148114
2308500,-5.742881,-39.626708
2308609,-4.789378,-40.063029
2308708,-5.112200,-38.368239
2308807,-3.466872,-40.677936
2308906,-3.228638,-40.126132
2309003,-3.902981,-40.742931
2309102,-4.304178,-38.995094
2309201,-7.092353,-39.681099
2309300,-4.705397,-40.564500
2309409,-5.536525,-40.774728
2309458,-4.490422,-38.601143
2309508,-6.242273,-38.913533
2309607,-4.172406,-38.466139
2309706,-3.984769,-38.620595
2309805,-4.224862,-38.918822
2309904,-3.979624,-40.696601
2310001,-4.747581,-37.962169
2310100,-4.147647,-38.847000
2310209,-3.408892,-39.029903
2310258,-3.436636,-39.147146
2310308,-6.214680,-40.697613
2310407,-4.100986,-39.238625
2310506,-5.454017,-39.716353
2310605,-7.827453,-39.080028
2310704,-3.789816,-39.276183
2310803,-6.046258,-38.458909
2310852,-4.028192,-38.306002
2310902,-5.805094,-39.418347
2310951,-4.243703,-40.641475
2311009,-4.745442,-40.916090
2311108,-7.533228,-39.118574
2311207,-7.091280,-40.026032
2311231,-5.721468,-38.156061
2311264,-5.845059,-40.703747
2311306,-4.965481,-39.010942
2311355,-6.253071,-39.199799
2311405,-5.198217,-39.297822
2311504,-5.074082,-37.989346
2311603,-4.224992,-38.730761
2311702,-4.142384,-40.582198
2311801,-4.938550,-37.972711
2311900,-6.541375,-39.908043
2311959,-7.282729,-40.455462
2312007,-3.460353,-40.213331
2312106,-7.185786,-39.736800
2312205,-4.335997,-40.154683
2312304,-4.045812,-40.865271
2312403,-3.611600,-38.968197
2312502,-5.269422,-38.272139
2312601,-3.668996,-39.241041
2312700,-5.587394,-39.371467
2312809,-3.352328,-40.463892
2312908,-3.683939,-40.356254
2313005,-5.730571,-39.007205
2313104,-5.251182,-38.130399
2313203,-4.828400,-40.318450
2313252,-6.682458,-39.758150
2313302,-6.001725,-40.294825
2313351,-3.989811,-39.579714
2313401,-3.716677,-40.981302
2313500,-3.266042,-39.274682
2313559,-3.599456,-39.435808
2313609,-3.854238,-40.920342
2313708,-6.644261,-38.700374
2313757,-3.677250,-39.345626
2313807,-3.624828,-39.506633
2313906,-3.314794,-40.559639
2313955,-4.198550,-40.468269
2314003,-6.790209,-39.297270
2314102,-3.565197,-41.091894
2400109,-6.434046,-36.640560
2400208,-5.573802,-36.906891
2400307,-5.500358,-36.506906
2400406,-6.206653,-38.291937
2400505,-6.412558,-38.016458
2400604,-6.153060,-37.766066
2400703,-5.288392,-36.761595
2400802,-5.664981,-36.600885
2400901,-6.216125,-37.889753
2401008,-5.666628,-37.799923
2401107,-4.956347,-37.135856
2401206,-6.194295,-35.160964
2401305,-5.863945,-37.311153
2401404,-6.369151,-35.007184
2401453,-5.077603,-37.617628
2401503,-5.950636,-35.928092
2401602,-5.692890,-35.819806
2401651,-5.986600,-36.413400
2401701,-5.982294,-35.581653
2401800,-6.191484,-35.358913
2401859,-5.061600,-36.048728
2401909,-5.759580,-35.998708
2402006,-6.462700,-37.094300
2402105,-6.241937,-36.185414
2402204,-6.380521,-35.129581
2402303,-5.794482,-37.558202
2402402,-6.555780,-36.593723
2402501,-5.338028,-36.834139
2402600,-5.636970,-35.422949
2402709,-6.045461,-36.346391
2402808,-6.385500,-36.216600
2402907,-6.261093,-38.443481
2403004,-6.412253,-36.790056
2403103,-6.263605,-36.515568
2403202,-6.094703,-38.374883
2403251,-5.924631,-35.265767
2403301,-6.112578,-38.306861
2403400,-6.946319,-36.713686
2403509,-6.331541,-35.308037
2403608,-5.706806,-35.305581
2403707,-5.600194,-37.693261
2403756,-5.697200,-36.531313
2403806,-6.125742,-36.817669
2403905,-6.089411,-38.123469
2404002,-6.160500,-37.841100
2404101,-5.091480,-36.274808
2404200,-6.270295,-35.210393
2404309,-5.458600,-37.519400
2404408,-4.982798,-37.153578
2404507,-5.107270,-36.318142
2404606,-5.823540,-35.552686
2404705,-5.507383,-36.858639
2404804,-6.815400,-37.198300
2404853,-5.643451,-36.871011
2404903,-5.841961,-37.992856
2405009,-6.426090,-36.203888
2405108,-5.355460,-36.128056
2405207,-6.015666,-37.408273
2405306,-6.158411,-35.603241
2405405,-6.467246,-35.945586
2405504,-5.652840,-35.969653
2405603,-6.379116,-37.349373
2405702,-6.584246,-36.774369
2405801,-5.539060,-35.817031
2405900,-6.276305,-37.797037
2406007,-6.319889,-38.285527
2406106,-6.035667,-37.022067
2406155,-6.269306,-35.328076
2406205,-6.393701,-35.595768
2406304,-6.149474,-35.436363
2406403,-6.002281,-35.868942
2406502,-6.097187,-36.467328
2406601,-6.124192,-35.477315
2406700,-5.697733,-36.241939
2406809,-6.148729,-36.116624
2406908,-6.117245,-37.812346
2407005,-6.415346,-38.388925
2407104,-5.859936,-35.355956
2407203,-5.116396,-36.634832
2407252,-6.401300,-38.320700
2407302,-6.295081,-38.166958
2407401,-6.090579,-37.911792
2407500,-5.519070,-35.257975
2407609,-6.078417,-37.513967
2407708,-6.486497,-35.286753
2407807,-6.067503,-35.332436
2407906,-6.439622,-35.784181
2408003,-5.192223,-37.345010
2408102,-5.830125,-35.212817
2408201,-6.091105,-35.208812
2408300,-6.474859,-35.435502
2408409,-5.956928,-37.703467
2408508,-6.702405,-36.944862
2408607,-6.485200,-38.312500
2408706,-5.777994,-37.100494
2408805,-5.226270,-35.839869
2408904,-6.688001,-36.656579
2408953,-5.274850,-35.382392
2409100,-6.435354,-35.642778
2409209,-6.278931,-35.376952
2409308,-6.109921,-37.637922
2409332,-5.841000,-35.694200
2409407,-6.112700,-38.203500
2409506,-5.150710,-35.878392
2409605,-5.581350,-36.104733
2409704,-5.519306,-36.387642
2409803,-6.439662,-35.219884
2409902,-5.256381,-36.719386
2410009,-6.269383,-38.041347
2410108,-5.621360,-35.657142
2410207,-6.026698,-37.987350
2410256,-5.067464,-36.780161
2410306,-6.106961,-35.712203
2410405,-5.467190,-35.555900
2410504,-6.194450,-38.225131
2410603,-6.074879,-37.716916
2410702,-5.936333,-37.946139
2410801,-6.265070,-38.315992
2410900,-5.817883,-35.824665
2411007,-5.788992,-38.060414
2411056,-4.835869,-37.255351
2411106,-5.881097,-35.934733
2411205,-6.229800,-36.019500
2411403,-5.958053,-36.654444
2411429,-6.770786,-36.733313
2411502,-6.308177,-35.478151
2411601,-5.066970,-36.042200
2411700,-6.342700,-36.085400
2411809,-6.377434,-37.185876
2411908,-5.998642,-38.167725
2412005,-5.789386,-35.336144
2412104,-6.718447,-37.200842
2412203,-6.073121,-35.238658
2412302,-6.318732,-35.712013
2412401,-6.449923,-36.878614
2412500,-6.212600,-38.498200
2412559,-5.122830,-35.635742
2412609,-5.894478,-35.764431
2412708,-5.897622,-35.634111
2412807,-5.802787,-36.886896
2412906,-5.974805,-36.073221
2413003,-6.216914,-36.682155
2413102,-6.035808,-35.692731
2413201,-6.161238,-35.122679
2413300,-6.416693,-35.704735
2413359,-5.175819,-37.039603
2413409,-6.666758,-37.395740
2413508,-6.279212,-35.498148
2413557,-6.112878,-37.956816
2413607,-5.781034,-37.958336
2413706,-6.105019,-35.910071
2413805,-5.928808,-38.044075
2413904,-5.620950,-35.597022
2414001,-6.199941,-35.800698
2414100,-6.468644,-38.179596
2414159,-6.146955,-36.718512
2414209,-6.187026,-35.091784
2414308,-6.465100,-37.274400
2414407,-5.200160,-35.457325
2414456,-5.865481,-37.188025
2414506,-5.988836,-37.813239
2414605,-5.640999,-37.258022
2414704,-6.346756,-35.376067
2414753,-6.322311,-38.489214
2414803,-6.044044,-35.432569
2414902,-5.994475,-37.944450
2415008,-6.316836,-35.076321
2500106,-7.513300,-37.638900
2500205,-7.091615,-38.172418
2500304,-7.039200,-35.630500
2500403,-7.061000,-35.763300
2500502,-6.951500,-35.546800
2500536,-7.742312,-36.064857
2500577,-6.904200,-36.011100
2500601,-7.436400,-34.912700
2500700,-6.723100,-38.454300
2500734,-7.569600,-37.064500
2500775,-6.784800,-38.084100
2500809,-6.851000,-35.387400
2500908,-6.829700,-35.759100
2501005,-6.530400,-35.740300
2501104,-6.967129,-35.702547
2501153,-7.123600,-36.945700
2501203,-7.050700,-35.928200
2501302,-7.546649,-35.708101
2501351,-7.073500,-36.727600
2501401,-6.687700,-34.937700
2501500,-6.754235,-35.633926
2501534,-6.643700,-36.251000
2501575,-7.523348,-35.999452
2501609,-6.720600,-36.060400
2501708,-7.751100,-36.318600
2501807,-7.125100,-34.926800
2501906,-6.696600,-35.537800
2502003,-6.190400,-37.536700
2502052,-6.454200,-38.550100
2502102,-7.420100,-38.217700
2502151,-7.263085,-36.242603
2502201,-6.815400,-38.655500
2502300,-6.444100,-37.929800
2502409,-7.314800,-38.516800
2502508,-7.480900,-36.129100
2502607,-7.178900,-38.148300
2502706,-6.806797,-35.599779
2502805,-6.350262,-37.496920
2502904,-6.376600,-37.828000
2503001,-7.515500,-34.917500
2503100,-7.488300,-36.285800
2503209,-6.976934,-34.829321
2503308,-6.922200,-38.673400
2503407,-7.128500,-37.156600
2503506,-6.641600,-35.792300
2503555,-7.211100,-37.058900
2503605,-6.615700,-35.468300
2503704,-6.887700,-38.558900
2503753,-6.962200,-37.799500
2503803,-7.167800,-35.350100
2503902,-7.888600,-36.823800
2504009,-7.219078,-35.889799
2504033,-6.920600,-35.173500
2504074,-7.728400,-36.494600
2504108,-7.038600,-38.344200
2504157,-6.782062,-35.818684
2504207,-7.124400,-37.607800
2504306,-6.343000,-37.746000
2504355,-7.419400,-36.020200
2504405,-7.560100,-38.502400
2504504,-6.910800,-37.602500
2504603,-7.261108,-34.911983
2504702,-7.796400,-36.659800
2504801,-7.015900,-37.946700
2504850,-7.631400,-36.603300
2504900,-7.141700,-35.091300
2505006,-6.865200,-36.351500
2505105,-6.485500,-36.152000
2505204,-6.897700,-35.524300
2505238,-6.912100,-35.248300
2505279,-6.718300,-35.266700
2505303,-7.537585,-38.196878
2505352,-6.630000,-35.906000
2505402,-7.288625,-37.088409
2505501,-6.739500,-37.567700
2505600,-7.426300,-38.266800
2505709,-6.606500,-35.627700
2505808,-6.686100,-35.418100
2505907,-7.105800,-37.715200
2506004,-7.017900,-35.858400
2506103,-7.358400,-35.783380
2506202,-6.403500,-36.454800
2506251,-7.582391,-35.791452
2506301,-6.853100,-35.489200
2506400,-7.126092,-35.425867
2506509,-7.247500,-36.489000
2506608,-7.499600,-38.402900
2506707,-7.390000,-37.508900
2506806,-7.289500,-35.610300
2506905,-7.330000,-35.336000
2507002,-7.305800,-38.149100
2507101,-6.828600,-35.247000
2507200,-7.376900,-35.630000
2507309,-6.615100,-35.291400
2507408,-6.554011,-37.808747
2507507,-7.168750,-34.863772
2507606,-7.174678,-35.589232
2507705,-7.068600,-36.575700
2507804,-6.995300,-36.714300
2507903,-7.375100,-35.238400
2508000,-7.538200,-37.818500
2508109,-6.590619,-37.915147
2508208,-6.674200,-35.377300
2508307,-7.156800,-35.853600
2508406,-6.515000,-38.178100
2508505,-7.375500,-36.947600
2508554,-6.614800,-35.442400
2508604,-6.898900,-34.870600
2508703,-7.258900,-37.426500
2508802,-6.907638,-37.521232
2508901,-6.835647,-35.120183
2509008,-7.706100,-38.153200
2509057,-6.767500,-35.013400
2509107,-7.060717,-35.319333
2509156,-6.844400,-38.353300
2509206,-7.180172,-35.734339
2509305,-6.601600,-35.050300
2509339,-7.122100,-35.771400
2509370,-6.542916,-37.713541
2509396,-7.266600,-37.349600
2509404,-7.302500,-35.478000
2509503,-7.087200,-35.960100
2509602,-7.214524,-38.586325
2509701,-7.891500,-37.126011
2509800,-7.030700,-35.465200
2509909,-7.642000,-35.554200
2510006,-6.916300,-38.324300
2510105,-6.457700,-36.204700
2510204,-7.479156,-38.042253
2510303,-6.676557,-36.415835
2510402,-7.228800,-37.748700
2510501,-6.989500,-36.243000
2510600,-7.620800,-37.151200
2510659,-7.317894,-36.654250
2510709,-7.137286,-37.047505
2510808,-7.026400,-37.276800
2510907,-6.593686,-37.624194
2511004,-7.426831,-38.068319
2511103,-6.755585,-36.464638
2511202,-7.401800,-35.115700
2511301,-7.198800,-37.928600
2511400,-6.508800,-36.351200
2511509,-7.266900,-35.259100
2511608,-6.868772,-35.613700
2511707,-6.842900,-35.531200
2511806,-6.781200,-35.496200
2511905,-7.473300,-34.808200
2512002,-7.077500,-36.058800
2512036,-6.405200,-38.497700
2512077,-6.576400,-38.511300
2512101,-6.771169,-37.798647
2512200,-7.694817,-37.084428
2512309,-7.735216,-37.994384
2512408,-7.147001,-35.963381
2512507,-7.362303,-35.900083
2512606,-7.030975,-37.147909
2512705,-6.965717,-35.795258
2512721,-6.638183,-35.291217
2512747,-6.540992,-35.659703
2512754,-7.249961,-35.663083
2512762,-7.146633,-35.264178
2512788,-7.693786,-36.156914
2512804,-6.435783,-37.652247
2512903,-6.810664,-35.075553
2513000,-7.102564,-36.844244
2513109,-7.355636,-35.434628
2513158,-7.744106,-35.879403
2513208,-6.534264,-38.061397
2513307,-6.721928,-38.640456
2513356,-7.627103,-38.559339
2513406,-6.869483,-36.918644
2513505,-7.551453,-38.336906
2513604,-7.382914,-37.990567
2513653,-6.484886,-38.477506
2513703,-7.120508,-34.976372
2513802,-7.085219,-37.443883
2513851,-7.219244,-36.631017
2513901,-6.491019,-37.450439
2513927,-6.890547,-37.726894
2513943,-7.632956,-36.431283
2513968,-6.815008,-37.941797
2513984,-6.619675,-38.094892
2514008,-7.391925,-36.532411
2514107,-8.080608,-36.848367
2514206,-6.940522,-38.164628
2514305,-7.251494,-38.300517
2514404,-6.847286,-37.326272
2514453,-7.249053,-35.380303
2514503,-7.119614,-38.499406
2514552,-7.740397,-38.098103
2514602,-7.162086,-37.308867
2514651,-6.213258,-37.355414
2514701,-6.774958,-36.795178
2514800,-7.391064,-36.806522
2514909,-6.927333,-37.096467
2515005,-7.250522,-35.208886
2515104,-7.103264,-35.866317
2515203,-8.153264,-37.008603
2515302,-7.096194,-35.230233
2515401,-6.934397,-36.402531
2515500,-7.483328,-36.660036
2515609,-6.687486,-35.442897
2515708,-7.214703,-38.368383
2515807,-7.186286,-35.680547
2515906,-6.820097,-35.641617
2515930,-6.753075,-35.439872
2515971,-7.146872,-35.238094
2516003,-6.762597,-35.655906
2516102,-7.059856,-36.363589
2516151,-6.767244,-36.247525
2516201,-6.758608,-38.229017
2516300,-7.672061,-36.879125
2516409,-6.488325,-35.639758
2516508,-7.211219,-36.824242
2516607,-7.633808,-37.876508
2516706,-7.222047,-37.254047
2516755,-6.940172,-36.627575
2516805,-6.578594,-38.597789
2516904,-6.521192,-38.411017
2517001,-7.696911,-35.662733
2517100,-6.771906,-36.992933
2517209,-6.544586,-38.277414
2517407,-8.075103,-37.098011
2600054,-7.903819,-34.901394
2600104,-7.749822,-37.638147
2600203,-8.515872,-41.005939
2600302,-8.455531,-35.947603
2600401,-8.706608,-35.520953
2600500,-9.111978,-37.122383
2600609,-8.466300,-36.775400
2600708,-7.602844,-35.230194
2600807,-8.490297,-36.060639
2600906,-8.378481,-35.451283
2601003,-8.889719,-36.283447
2601052,-7.789158,-35.091567
2601102,-7.578511,-40.501350
2601201,-8.421000,-37.054722
2601300,-8.421497,-35.663631
2601409,-8.813261,-35.197067
2601508,-8.623375,-35.842728
2601607,-8.756950,-38.965144
2601706,-8.334422,-36.420225
2601805,-8.274117,-38.034097
2601904,-8.235003,-35.752383
2602001,-7.779597,-39.938447
2602100,-9.169917,-36.679931
2602209,-7.798000,-35.588200
2602308,-8.472683,-35.727297
2602407,-9.029219,-36.568569
2602506,-7.349147,-37.285839
2602605,-8.145775,-36.370628
2602704,-7.724517,-35.326097
2602803,-8.623631,-37.155719
2602902,-8.286928,-35.032608
2603009,-8.514056,-39.310472
2603108,-8.489872,-36.236464
2603207,-8.774819,-36.623733
2603306,-8.741967,-36.338531
2603405,-7.940200,-38.150900
2603454,-8.022600,-34.992400
2603504,-8.361578,-35.763386
2603603,-7.407419,-35.274658
2603702,-8.881644,-36.190864
2603801,-8.737078,-36.626544
2603900,-7.807708,-37.794292
2603926,-8.318867,-38.743275
2604007,-7.844139,-35.256306
2604106,-8.284714,-35.971281
2604155,-7.742108,-35.725111
2604205,-8.670239,-35.720339
2604304,-7.721114,-39.236981
2604403,-7.999494,-35.212056
2604502,-8.239053,-35.462017
2604601,-7.587428,-35.104331
2604700,-9.129433,-36.327989
2604809,-8.472872,-35.542889
2604908,-8.009933,-35.697350
2605004,-8.608994,-35.950119
2605103,-8.089778,-37.642186
2605152,-8.448600,-40.766300
2605202,-8.369581,-35.240628
2605301,-7.511167,-39.722142
2605400,-7.950700,-35.388000
2605459,-3.853750,-32.419802
2605509,-7.448247,-35.246708
2605608,-7.867125,-37.974450
2605707,-8.601853,-38.568761
2605806,-7.941092,-35.921025
2605905,-8.584631,-35.387378
2606002,-8.890669,-36.493028
2606101,-8.003064,-35.293481
2606200,-7.558233,-34.998650
2606309,-7.716450,-39.615814
2606408,-8.204604,-35.570444
2606507,-9.042092,-36.848761
2606606,-8.538653,-37.688714
2606705,-8.579708,-36.178092
2606804,-7.833225,-34.906536
2606903,-7.835692,-37.515247
2607000,-8.901114,-37.824456
2607109,-7.676631,-37.459011
2607208,-8.400200,-35.063700
2607307,-7.650867,-40.147447
2607406,-8.727506,-38.684936
2607505,-8.947219,-37.422772
2607604,-7.748056,-34.824589
2607653,-7.404607,-35.119958
2607703,-7.379789,-37.189108
2607752,-7.774503,-34.891203
2607802,-7.666939,-35.100767
2607901,-8.151162,-34.922951
2607950,-8.729556,-35.796569
2608008,-7.985358,-36.498494
2608057,-9.184878,-38.269081
2608107,-7.858789,-35.591900
2608206,-8.626589,-35.523372
2608255,-8.706097,-36.487908
2608305,-8.710942,-36.415300
2608404,-8.719628,-36.136706
2608453,-7.844000,-35.310800
2608503,-7.927386,-35.295400
2608602,-9.124531,-36.458844
2608701,-8.654186,-35.903619
2608750,-8.997386,-40.272400
2608800,-8.661283,-36.323567
2608909,-7.880550,-35.456347
2609006,-7.556219,-35.452958
2609105,-7.683806,-35.515292
2609154,-8.963300,-37.626000
2609204,-8.784217,-35.812486
2609303,-8.119322,-38.729175
2609402,-8.118528,-35.101328
2609501,-7.742953,-35.226994
2609600,-8.018300,-34.852200
2609709,-7.748000,-35.603683
2609808,-8.619178,-39.601394
2609907,-7.883578,-40.080553
2610004,-8.687942,-35.593858
2610103,-9.004053,-36.326378
2610202,-8.664103,-36.005956
2610301,-8.921522,-36.657592
2610400,-8.089183,-39.576397
2610509,-7.978256,-35.582539
2610608,-7.895744,-35.178128
2610707,-7.940858,-34.879739
2610806,-8.500631,-36.946303
2610905,-8.359117,-36.701408
2611002,-8.980206,-38.218408
2611101,-9.399775,-40.500036
2611200,-8.186314,-36.703622
2611309,-8.140558,-35.397150
2611408,-8.331428,-35.351814
2611507,-8.829136,-36.013483
2611533,-7.719172,-37.860333
2611606,-8.063164,-34.871139
2611705,-8.138314,-35.859375
2611804,-8.510192,-35.374442
2611903,-8.661281,-35.152558
2612000,-8.329097,-35.708942
2612109,-7.940964,-35.634042
2612208,-8.069761,-39.122856
2612307,-8.975900,-36.688239
2612406,-8.361525,-36.563306
2612455,-8.240300,-40.334700
2612471,-7.821200,-38.152067
2612505,-7.959425,-36.200361
2612554,-8.160986,-40.613869
2612604,-8.805128,-39.826917
2612703,-7.833375,-35.880761
2612802,-7.378392,-37.479497
2612901,-8.810006,-35.933769
2613008,-8.521322,-36.445094
2613107,-8.327256,-36.137300
2613206,-8.877014,-36.366089
2613305,-8.431619,-35.807328
2613404,-8.898639,-35.145108
2613503,-7.862433,-38.759083
2613602,-7.478811,-37.275744
2613701,-7.996408,-35.040158
2613800,-7.590667,-35.489214
2613909,-7.990364,-38.300997
2614006,-7.946464,-39.293511
2614105,-8.075617,-37.266469
2614204,-8.591803,-35.115925
2614303,-7.625389,-39.551339
2614402,-7.600464,-37.650564
2614501,-7.836589,-35.759453
2614600,-7.590214,-37.540869
2614709,-8.316703,-36.291772
2614808,-9.106953,-38.151972
2614857,-8.746778,-35.093703
2615003,-7.902600,-36.044100
2615102,-9.057242,-36.623953
2615201,-8.230231,-39.375803
2615300,-7.512875,-35.317286
2615409,-8.009078,-36.054931
2615508,-7.804306,-35.239767
2615607,-7.761775,-40.263561
2615706,-7.835764,-38.106342
2615805,-8.753736,-37.339558
2615904,-7.602472,-37.310525
2616001,-8.577331,-36.874164
2616100,-7.927136,-38.969969
2616183,-7.773558,-35.852678
2616209,-7.904031,-35.988111
2616308,-7.655958,-35.322883
2616407,-8.121864,-35.298303
2616506,-8.805383,-35.627217
2700102,-9.261606,-37.936636
2700201,-9.682380,-36.304783
2700300,-9.733945,-36.656795
2700409,-9.502200,-36.022500
2700508,-9.411684,-35.507147
2700607,-9.842800,-35.903200
2700706,-9.676354,-37.124084
2700805,-9.570500,-36.493200
2700904,-9.828707,-37.280203
2701001,-9.642661,-36.219958
2701100,-9.247300,-36.016200
2701209,-9.399800,-36.990900
2701308,-9.395700,-36.150800
2701357,-8.850197,-35.565908
2701407,-9.785373,-36.352357
2701506,-9.958438,-36.790217
2701605,-9.117800,-37.605000
2701704,-9.415500,-36.075000
2701803,-9.483112,-37.375473
2701902,-9.256600,-36.296200
2702009,-9.633373,-36.576901
2702108,-8.910565,-35.723438
2702207,-9.636800,-35.791100
2702306,-10.126800,-36.175700
2702355,-9.618500,-36.767900
2702405,-9.385748,-37.998198
2702504,-9.386300,-37.089500
2702553,-9.390200,-36.758700
2702603,-9.900806,-36.677717
2702702,-10.291597,-36.305458
2702801,-9.276800,-35.723300
2702900,-9.885026,-36.830159
2703007,-8.971998,-35.927427
2703106,-9.533800,-36.630100
2703205,-10.128500,-36.656700
2703304,-9.222900,-37.747300
2703403,-9.636374,-37.206298
2703502,-8.840364,-35.457936
2703601,-9.088400,-35.258300
2703700,-9.659623,-37.000913
2703759,-10.011800,-36.023400
2703809,-9.136000,-35.748200
2703908,-8.942400,-35.553900
2704005,-9.932300,-36.473200
2704104,-9.828728,-36.734975
2704203,-9.739162,-36.503100
2704302,-9.659903,-35.740611
2704401,-9.530763,-36.985545
2704500,-9.012050,-35.221060
2704609,-9.232344,-37.349182
2704708,-9.718400,-35.893800
2704807,-9.581300,-36.308600
2704906,-9.448689,-36.387490
2705002,-9.118900,-37.731400
2705101,-9.158331,-35.534420
2705200,-9.394800,-35.839600
2705309,-9.306400,-36.865800
2705408,-9.604130,-37.248396
2705507,-9.313400,-35.944500
2705606,-8.941055,-35.664290
2705705,-9.538140,-37.292888
2705804,-9.502300,-37.832900
2705903,-10.057200,-36.814100
2706000,-9.511058,-37.194546
2706109,-9.162051,-37.358929
2706208,-9.671600,-37.329500
2706307,-9.405961,-36.630994
2706406,-9.749200,-37.435100
2706422,-9.253508,-38.005485
2706448,-9.465205,-35.551555
2706505,-9.242400,-35.490700
2706604,-9.370700,-36.372800
2706703,-10.289200,-36.586000
2706802,-10.407000,-36.436200
2706901,-9.607309,-35.954777
2707008,-9.474245,-36.289162
2707107,-9.624500,-37.758000
2707206,-9.306000,-37.285000
2707305,-9.055100,-35.398400
2707404,-9.160400,-35.297200
2707503,-10.185163,-36.836044
2707602,-9.321500,-36.473800
2707701,-9.507517,-35.818184
2707800,-9.833500,-35.978400
2707909,-9.603291,-35.823112
2708006,-9.372164,-37.243144
2708105,-9.170800,-36.221700
2708204,-10.126800,-36.898600
2708303,-9.007098,-36.056510
2708402,-9.557688,-37.380798
2708501,-9.315900,-35.561700
2708600,-9.780200,-36.105200
2708709,-9.265600,-35.372700
2708808,-9.934400,-36.554300
2708907,-9.572570,-35.825616
2708956,-9.464857,-37.454235
